discordUser,member_days_since_join,events_attended_year,distinct_event_days_year,attendance_streak_weeks,n_gbm_year,gbm_ratio,n_social_year,social_ratio,n_hello_world_year,hello_world_ratio,n_sponsorship_year,sponsorship_ratio,n_tech_exploration_year,tech_exploration_ratio,n_class_support_year,class_support_ratio,n_workshop_year,workshop_ratio,n_ops_year,ops_ratio,n_collabs_year,collabs_ratio,feedback_count_year,avg_event_rating_given,left_any_feedback,has_gone_to_hackathon,discord_member,discord_days_since_join,has_role_ops,discord_msgs_year,discord_active_days_year,discord_channels_posted_year,discord_num_roles,class,major,school,gender,race_or_ethnicity,y_paid_dues
srimanasa.n,70,1,1,1,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,0,1,69,0,1,1,1,1,Senior,Computer Science,University of Central Florida,Woman,Asian,0
applesauce_53480,70,5,5,4,1,0.2,0,,2,0.4,1,0.2,0,,0,,0,,0,,1,0.2,0,,0,1,1,74,0,1,1,1,3,Sophomore,Computer Engineering,University of Central Florida,Prefer not to answer,Prefer not to answer,0
yeffyli,308,7,11,7,1,0.14285714285714285,0,,2,0.2857142857142857,1,0.14285714285714285,1,0.14285714285714285,0,,0,,2,0.2857142857142857,0,,0,,0,1,1,793,1,1,1,1,19,Senior,Computer Science,University of Central Florida,Man,Asian,0
shiannewoodd,289,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,562,0,33,12,4,6,Senior,Computer Science,University of Central Florida,Woman,Asian,0
myahrainemagnus,76,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,75,0,1,1,1,4,Senior,Computer Science,University of Central Florida,Woman,Black or African American,0
mavreyn,271,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1061,1,9,3,3,10,Senior,Computer Science,University of Central Florida,Man,White,0
thomasunex,287,2,1,1,1,0.5,0,,0,,0,,0,,0,,0,,1,0.5,0,,0,,0,0,1,426,0,0,0,0,9,Junior,Computer Science,University of Central Florida,Man,White,0
varushi_05,285,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,74,0,2,1,1,4,Sophomore,Computer Science,University of Central Florida,Woman,Asian,0
momo_27109,289,0,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,317,0,1,1,1,2,Junior,Computer Science,University of Central Florida,Woman,Asian,0
ecstvsy,287,2,1,1,1,0.5,0,,0,,0,,0,,0,,0,,1,0.5,0,,0,,0,1,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,White,0
joshiesty8150,289,0,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,430,0,0,0,0,3,Junior,Computer Science,Valencia College,Prefer not to answer,Prefer not to answer,0
schaeamaya,287,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,449,0,0,0,0,6,Junior,Computer Science,University of Central Florida,Woman,Prefer not to answer,0
imxdc,259,4,4,1,0,,0,,0,,0,,1,0.25,1,0.25,0,,2,0.5,0,,0,,0,1,1,272,0,99,23,3,12,Senior,Computer Science,University of Central Florida,Man,White,0
akabntley,70,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,78,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
papifab1,64,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,795,0,0,0,0,4,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
kahhveh,27,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Health Sciences,University of Central Florida,Man,Middle Eastern,0
masterpiece.88,259,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,1158,0,3,1,1,9,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
matthieu182,259,1,1,1,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
duxdey5063,286,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,291,0,1,1,1,1,Sophomore,Computer Science,University of Central Florida,Woman,Asian,0
kitt_1.,285,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,794,0,0,0,0,13,Senior,Computer Science,University of Central Florida,Man,White,0
cbarnes3,266,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,1,1541,0,0,0,0,1,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
wormano,285,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,895,0,33,12,3,8,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
matliprah,285,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,284,0,1,1,1,1,Alumni,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
adm2425,285,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
midnight_moonlit,285,10,9,5,3,0.3,1,0.1,1,0.1,0,,0,,0,,0,,5,0.5,0,,8,10,1,1,1,284,1,31,17,5,12,Junior,Computer Science,University of Central Florida,Man,Asian,0
darkprince003,27,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,21,0,2,1,2,2,Senior,Computer Science,University of Central Florida,Man,Asian,0
document.location.href,285,2,1,1,1,0.5,0,,0,,0,,0,,0,,0,,1,0.5,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,Valencia College,Man,Prefer not to answer,0
something8660,285,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,287,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Man,White,0
warren.s,285,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1687,0,209,32,3,27,Senior,Computer Science,University of Central Florida,Man,White,0
sowhatup,286,3,3,1,1,0.3333333333333333,0,,0,,0,,2,0.6666666666666666,0,,0,,0,,0,,0,,0,1,1,421,0,0,0,0,5,Sophomore,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
dame0539,285,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,284,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Man,Asian,0
jstinu,285,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,500,0,0,0,0,3,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
wickedjr,285,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1033,0,0,0,0,1,Senior,Computer Science,University of Central Florida,Man,Prefer not to answer,0
deborah_75431,285,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,284,0,1,1,1,1,Sophomore,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
milaknick,286,3,2,1,1,0.3333333333333333,0,,0,,0,,0,,0,,0,,2,0.6666666666666666,0,,0,,0,0,0,,0,0,0,0,0,Junior,Computer Science,University of Central Florida,Woman,Asian,0
noah_2,285,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,284,0,1,1,1,1,High School,Computer Science,University of Central Florida,Man,White,0
dhruv1115,285,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,298,0,1,1,1,1,Sophomore,Computer Science,University of Central Florida,Man,Asian,0
1smartie_478612,70,1,1,1,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,1,1,455,1,10,2,1,17,Senior,Computer Science,University of Central Florida,Woman,Asian,0
i_innocent_procrastinator,56,2,2,1,0,,0,,1,0.5,1,0.5,0,,0,,0,,0,,0,,0,,0,1,1,83,0,1,1,1,2,Junior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
reader_13226,230,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Sophomore,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
chpln,230,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,229,0,1,1,1,1,Freshman,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
ilias4074,56,2,2,2,0,,0,,1,0.5,1,0.5,0,,0,,0,,0,,0,,0,,0,0,1,66,0,6,2,2,1,Junior,Computer Science,University of Central Florida,Man,White,0
neotheneo,229,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Sophomore,Computer Science,University of Central Florida,Man,Prefer not to answer,0
jayhonda,285,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,789,0,0,0,0,2,Senior,Computer Science,University of Central Florida,Prefer not to answer,Hispanic / Latino / Spanish Origin,0
stargirlev,308,3,3,1,0,,0,,0,,0,,0,,3,1,0,,0,,0,,0,,0,1,1,726,0,0,0,0,10,High School,Computer Science,University of Central Florida,Woman,Asian,0
heyportal,285,2,1,1,1,0.5,0,,0,,0,,0,,0,,0,,1,0.5,0,,0,,0,0,1,780,0,10,4,1,6,Graduate,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
luisa0617,285,6,5,2,2,0.3333333333333333,0,,2,0.3333333333333333,0,,0,,1,0.16666666666666666,0,,1,0.16666666666666666,0,,0,,0,1,1,1167,0,0,0,0,3,Senior,Computer Science,University of Central Florida,Woman,Hispanic / Latino / Spanish Origin,0
penguinoppo2457,285,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,453,0,0,0,0,1,Sophomore,Computer Science,University of Central Florida,Man,Asian,0
ksbgg,283,4,4,3,1,0.25,0,,1,0.25,1,0.25,0,,0,,0,,1,0.25,0,,0,,0,0,1,283,0,20,7,3,9,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
akshatgud,285,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,284,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Man,Asian,0
whosjump,284,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,433,0,15,9,1,1,Junior,Computer Science,University of Central Florida,Man,Prefer not to answer,0
sensuo,282,1,1,1,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,0,1,1,299,0,34,5,3,7,Senior,Computer Science,University of Central Florida,Man,White,0
ceilingfan25,285,1,1,1,0,,0,,0,,0,,0,,0,,0,,1,1,0,,0,,0,0,1,805,0,0,0,0,1,Junior,Computer Science,University of Central Florida,Woman,White,0
jack_31766,278,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,277,0,1,1,1,1,High School,Computer Science,University of Central Florida,Man,White,0
octogonn.,281,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,280,0,1,1,1,1,High School,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
cadenbianes,280,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,280,0,1,1,1,1,High School,Computer Science,University of Central Florida,Man,Asian,0
mandrill.kixkz,285,3,3,1,1,0.3333333333333333,0,,1,0.3333333333333333,0,,0,,1,0.3333333333333333,0,,0,,0,,0,,0,0,1,437,0,1,1,1,1,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
hay5,285,3,4,2,1,0.3333333333333333,0,,0,,1,0.3333333333333333,0,,0,,0,,1,0.3333333333333333,0,,0,,0,1,1,1596,0,83,15,2,18,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
triumphyou,70,3,3,1,0,,0,,1,0.3333333333333333,2,0.6666666666666666,0,,0,,0,,0,,0,,0,,0,1,1,146,0,56,10,4,12,Senior,Computer Engineering,University of Central Florida,Man,Black or African American,0
codypz.py,283,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,410,1,0,0,0,8,High School,Computer Science,University of Central Florida,Prefer to self-describe,Other,0
eggyeli,308,10,12,4,1,0.1,0,,0,,0,,0,,1,0.1,0,,8,0.8,0,,0,,0,0,1,441,1,119,34,10,20,Junior,Computer Science,University of Central Florida,Woman,Hispanic / Latino / Spanish Origin,0
nibbin9477,308,3,3,1,0,,0,,0,,0,,0,,3,1,0,,0,,0,,0,,0,0,1,564,0,5,3,2,9,High School,Computer Science,University of Central Florida,Man,White,0
booleancube,81,1,1,1,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,792,0,2,1,1,12,Junior,Computer Science,University of Central Florida,Man,Asian,0
londy101,308,2,3,2,0,,0,,1,0.5,0,,0,,1,0.5,0,,0,,0,,0,,0,1,1,314,0,1,1,1,3,Senior,Computer Science,University of Central Florida,Man,Black or African American,0
gabrielhs20,271,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,271,0,1,1,1,2,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
coledruzgal,280,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,White,0
phoenixhacks,70,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,132,1,5,4,4,12,Graduate,Data Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
lazystego,276,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,275,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Man,White,0
just_lumi,229,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Sophomore,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
laz22,281,1,1,1,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,0,1,281,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
panda08556,266,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,909,0,4,1,1,15,Senior,Computer Science,University of Central Florida,Man,Middle Eastern,0
forks04,265,1,1,1,0,,0,,1,1,0,,0,,0,,0,,0,,0,,1,9,1,0,1,264,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
christopher5840,266,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,1,265,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
clutchkenny,266,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,1,1,497,0,0,0,0,1,Senior,Computer Science,University of Central Florida,Man,Asian,0
vaarin23,266,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,1,265,0,1,1,1,1,Sophomore,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
satvik7314,266,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Junior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
bamboo2115,266,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,1,941,0,0,0,0,12,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
comfycoast,266,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,1,970,0,0,0,0,10,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
matheus_sbs,266,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,1,1,1372,0,0,0,0,1,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
mesimeno,56,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,1,1,439,0,0,0,0,7,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
vaishu20,308,4,4,1,0,,0,,0,,1,0.25,0,,3,0.75,0,,0,,0,,0,,0,1,1,792,0,0,0,0,6,Junior,Computer Science,University of Central Florida,Woman,Asian,0
jnashi,308,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,White,0
johncel1633,266,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
zealch,266,1,1,1,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,0,1,978,0,1,1,1,0,Senior,Computer Science,University of Central Florida,Man,White,0
.meowmei.,261,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,260,0,2,2,1,1,Junior,Computer Science,University of Central Florida,Woman,White,0
_andrew_s,265,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,402,0,0,0,0,9,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
brandon_trade,266,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,308,0,69,24,9,8,Junior,Computer Science,University of Central Florida,Man,Prefer not to answer,0
insanefire,258,2,1,1,0,,0,,1,0.5,0,,0,,0,,0,,0,,1,0.5,0,,0,1,1,783,1,318,94,6,13,Junior,Computer Science,University of Central Florida,Man,Asian,0
usedlasanga,264,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,263,0,2,1,2,2,Junior,Computer Science,University of Central Florida,Man,White,0
evan_48700,264,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,263,0,0,0,0,0,Sophomore,Computer Science,University of Central Florida,Man,White,0
runofr,264,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1179,0,4,1,1,7,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
bug.jones,260,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,260,0,1,1,1,1,Sophomore,Computer Science,University of Central Florida,Man,White,0
tis_lexie,286,1,1,1,0,,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,0,1,833,0,2,2,2,4,Junior,Computer Science,University of Central Florida,Woman,Prefer not to answer,0
n0torous,266,1,1,1,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,0,1,278,0,4,3,2,8,Senior,Computer Science,University of Central Florida,Man,White,0
skii_is_starrii,258,6,6,3,1,0.16666666666666666,0,,2,0.3333333333333333,0,,2,0.3333333333333333,0,,1,0.16666666666666666,0,,0,,0,,0,0,1,263,0,35,3,4,9,Senior,Computer Science,University of Central Florida,Prefer to self-describe,White,0
chicken_noodle.soup,258,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,257,0,1,1,1,1,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
maloooone,258,1,1,1,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,0,1,444,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,White,0
imtrevo,26,1,1,1,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,0,1,42,0,1,1,1,14,Senior,Computer Science,University of Central Florida,Man,Prefer not to answer,0
aileenchy,308,2,2,1,0,,0,,0,,0,,0,,2,1,0,,0,,0,,0,,0,0,1,797,0,0,0,0,0,Junior,Computer Science,University of Central Florida,Woman,Hispanic / Latino / Spanish Origin,0
literallyahuman,257,7,7,3,3,0.42857142857142855,1,0.14285714285714285,2,0.2857142857142857,0,,0,,0,,1,0.14285714285714285,0,,0,,0,,0,1,1,658,0,1,1,1,16,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
hugoputigna,308,3,3,1,0,,0,,0,,0,,0,,3,1,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,White,0
jockthetitanic,257,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,449,0,48,11,4,1,Senior,Computer Science,University of Central Florida,Prefer not to answer,White,0
jmarq4461,257,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
acsah_,240,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,747,0,0,0,0,8,Senior,Computer Science,University of Central Florida,Woman,Asian,0
rosevixen.,257,1,1,1,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,438,0,2,2,2,6,High School,Computer Science,University of Central Florida,Woman,White,0
bobbravo,298,0,2,1,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,1609,0,20,14,2,2,Graduate,Computer Science,University of Central Florida,Man,Asian,0
plaguedoc5734,251,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,250,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Man,White,0
leonardo_45224,255,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
macie.song,254,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Sophomore,Computer Science,University of Central Florida,Woman,Prefer not to answer,0
therocktopus0868,252,1,1,1,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,251,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
iateallthemangos,243,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,242,0,1,1,1,1,Senior,Computer Science,Valencia College,Woman,Hispanic / Latino / Spanish Origin,0
magical_armadillo_11619,252,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Sophomore,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
mrdarknight,249,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Junior,Computer Science,University of Central Florida,Man,Prefer not to answer,0
devpleg2854,230,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Sophomore,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
omid_09015,239,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,238,0,3,1,1,1,Senior,Computer Science,Valencia College,Prefer not to answer,Prefer not to answer,0
ho.ol,256,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,75,0,1,1,1,3,Senior,Computer Science,Florida International University,Man,Hispanic / Latino / Spanish Origin,0
xenio_78,141,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,447,1,0,0,0,4,Alumni,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
ilovebustelo,136,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,153,0,1,1,1,7,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
cpt_sumtingwong,259,2,2,1,0,,0,,1,0.5,0,,0,,1,0.5,0,,0,,0,,0,,0,0,1,402,0,0,0,0,2,Junior,Computer Science,University of Central Florida,Man,Other,0
stepbro.alex,251,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,421,1,0,0,0,6,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
mctender21,217,1,1,1,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,0,1,424,0,0,0,0,3,High School,Computer Science,University of Central Florida,Woman,Asian,0
camila_98138,204,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,476,0,0,0,0,6,Senior,Computer Science,University of Central Florida,Woman,Hispanic / Latino / Spanish Origin,0
munas.,217,1,1,1,0,,0,,0,,0,,1,1,0,,0,,0,,0,,0,,0,0,1,429,0,0,0,0,1,Junior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
exclamationpoints,230,2,2,1,0,,0,,2,1,0,,0,,0,,0,,0,,0,,0,,0,0,1,309,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Man,White,0
jaxk59,216,1,1,1,0,,0,,1,1,0,,0,,0,,0,,0,,0,,0,,0,0,1,215,0,2,2,2,1,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
tolga6032,210,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,210,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Man,White,0
qbeeiii,229,2,2,1,1,0.5,0,,1,0.5,0,,0,,0,,0,,0,,0,,0,,0,1,1,228,0,20,2,2,2,Senior,Computer Science,University of Central Florida,Prefer not to answer,Asian,0
elcrack9253,195,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,194,1,2,1,1,8,Senior,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
atlaswuff,193,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,195,0,1,1,1,14,Junior,Computer Science,University of Central Florida,Man,White,0
havaddit,25,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,432,0,0,0,0,1,Senior,Computer Science,University of Central Florida,Man,White,0
sanguine6480,69,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,68,0,1,1,1,2,High School,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
bim4888,173,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,388,1,14,7,3,10,Junior,Computer Science,University of Central Florida,Man,White,0
waldobtw,74,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,306,0,1,1,1,1,Junior,Computer Science,University of Central Florida,Man,Black or African American,0
captivating_eagle_15573,156,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,1,182,0,1,1,1,1,Senior,Computer Science,University of Central Florida,Prefer not to answer,Prefer not to answer,0
minky0621,168,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,1,1,449,0,1,1,1,7,High School,Computer Science,University of Central Florida,Man,Asian,0
mbucket,309,3,5,3,1,0.3333333333333333,0,,0,,0,,0,,0,,0,,2,0.6666666666666666,0,,0,,0,0,1,1541,1,201,62,8,25,Senior,Computer Science,University of Central Florida,Man,White,0
cristyc,285,2,1,1,1,0.5,0,,0,,0,,0,,0,,0,,1,0.5,0,,0,,0,0,1,1027,1,1,1,1,12,Senior,Computer Science,University of Central Florida,Woman,Hispanic / Latino / Spanish Origin,0
.deep_deep.,105,0,0,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,0,0,,0,0,0,0,0,Alumni,Computer Science,The University of Texas at San Antonio,Man,Asian,0
ngucf,163,4,4,3,0,,0,,0,,0,,0,,0,,0,,4,1,0,,0,,0,0,1,163,1,2,2,2,4,High School,Computer Science,University of Central Florida,Man,Hispanic / Latino / Spanish Origin,0
